web-scraper-order,web-scraper-start-url,Brands,Brands-href,Models,Models-href,Pages,Pages-href,Model,Network Technology,Announced,Status,Dimensions,Weight,Build,SIM,IP Rating,Display Type,Display Size,Display Resolution,Display Protection,Operating Software,Chipset,CPU,GPU,SD Card Slot,Internal Storage,Storage Type,Number of Rear Cameras,Camera,Camera Features,Rear Video,Number of Selfie Cameras,Selfie Features,Selfie Video,Headphone Jack,WLAN Technology,Bluetooth,NFC,Radio,USB,Sensors,UWB,Battery,Charging,Colors,Loudspeaker,Battery Life,Price,Approx Price
"1672866095-23593","https://www.gsmarena.com/makers.php3","BenQ
35 devices","https://www.gsmarena.com/benq-phones-31.php","E55","https://www.gsmarena.com/benq_e55-2464.php","","","BenQ E55","GSM / UMTS","2008, July. Released 2008, July","Discontinued","94 x 48 x 19 mm (3.70 x 1.89 x 0.75 in)","95 g (3.35 oz)","null","Mini-SIM","null","TFT, 256K colors","2.0 inches, 12.6 cm2 (~27.9% screen-to-body ratio)","176 x 220 pixels (~141 ppi density)","null","null","null","null","null","microSD (dedicated slot)","45MB","null","Single","2 MP","null","Yes","Loudspeaker","null","","No","No","1.2, A2DP","null","No","1.2","","MP3/MP4 player

Organizer

Voice memo","Removable Li-Ion 900 mAh battery","null","Red, Brown","null","null","null","null"
"1672866097-23594","https://www.gsmarena.com/makers.php3","BenQ
35 devices","https://www.gsmarena.com/benq-phones-31.php","A3","https://www.gsmarena.com/benq_a3-5847.php","","","BenQ A3","GSM / HSPA","2013, November. Released 2013, November","Discontinued","133.9 x 66 x 10 mm (5.27 x 2.60 x 0.39 in)","135 g (4.76 oz)","null","Mini-SIM","null","IPS LCD","4.5 inches, 55.8 cm2 (~63.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","null","Android 4.1.2 (Jelly Bean)","Qualcomm MSM8225Q Snapdragon S4 Play","Quad-core 1.2 GHz Cortex-A5","Adreno 203","microSDHC (dedicated slot)","4GB 1GB RAM","null","Single","8 MP, AF","LED flash","Yes","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","Yes","No","Stereo FM radio","microUSB 2.0","Accelerometer, proximity, compass","null","Li-Ion 2000 mAh, removable","null","Black, White","null","null","null","About 150 EUR"
"1672866099-23595","https://www.gsmarena.com/makers.php3","BenQ
35 devices","https://www.gsmarena.com/benq-phones-31.php","F3","https://www.gsmarena.com/benq_f3-5878.php","","","BenQ F3","GSM / HSPA","2013, November. Released 2013, November","Discontinued","131.6 x 66.9 x 8.9 mm (5.18 x 2.63 x 0.35 in)","119 g (4.20 oz)","null","Micro-SIM","null","IPS LCD","4.5 inches, 55.8 cm2 (~63.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","null","Android 4.2.2 (Jelly Bean)","Mediatek MT6589 (28 nm)","Quad-core 1.2 GHz Cortex-A7","PowerVR SGX544","microSDHC (dedicated slot)","4GB 1GB RAM","null","Single","13 MP, AF","LED flash, HDR, panorama","Yes","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","Yes","No","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass","null","Li-Ion 2100 mAh, removable","null","White, Red","null","null","null","About 200 EUR"
"1672866101-23596","https://www.gsmarena.com/makers.php3","BenQ
35 devices","https://www.gsmarena.com/benq-phones-31.php","F5","https://www.gsmarena.com/benq_f5-6693.php","","","BenQ F5","GSM / HSPA / LTE","2014, September. Released 2014, September","Discontinued","143 x 72.8 x 8.5 mm (5.63 x 2.87 x 0.33 in)","135 g (4.76 oz)","null","Micro-SIM","null","IPS LCD","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","null","Android 4.4.2 (KitKat)","Qualcomm MSM8926 Snapdragon 400 (28 nm)","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSDXC (dedicated slot)","16GB 2GB RAM","eMMC 4.5","Single","13 MP, AF","LED flash, HDR, panorama","Yes","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass","null","Li-Ion 2520 mAh, non-removable","null","Black, White","null","null","null","About 100 EUR"
"1672866103-23597","https://www.gsmarena.com/makers.php3","BenQ
35 devices","https://www.gsmarena.com/benq-phones-31.php","T3","https://www.gsmarena.com/benq_t3-6694.php","","","BenQ T3","GSM / HSPA / LTE","2014, September. Released 2014, September","Discontinued","131.9 x 66.7 x 8.5 mm (5.19 x 2.63 x 0.33 in)","128 g (4.52 oz)","null","Micro-SIM","null","IPS LCD","4.5 inches, 55.8 cm2 (~63.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","null","Android 4.4.2 (KitKat)","Qualcomm MSM8926 Snapdragon 400 (28 nm)","Quad-core 1.2 GHz Cortex-A7","Adreno 305","microSDXC (dedicated slot)","4GB 1GB RAM","eMMC 4.5","Single","8 MP, AF","LED flash, HDR, panorama","Yes","Single","null","","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass","null","Li-Ion 1840 mAh, non-removable","null","Black, White, Green","null","null","null","About 80 EUR"
"1672866105-23598","https://www.gsmarena.com/makers.php3","BenQ
35 devices","https://www.gsmarena.com/benq-phones-31.php","B502","https://www.gsmarena.com/benq_b502-7048.php","","","BenQ B502","GSM / HSPA","2014, October. Released 2014, October","Discontinued","144 x 69.7 x 7 mm (5.67 x 2.74 x 0.28 in)","125 g (4.41 oz)","null","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","null","IPS LCD","5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","null","Android 4.4.2 (KitKat)","Mediatek MT6582 (28 nm)","Quad-core 1.3 GHz Cortex-A7","Mali-400MP2","microSDHC","16GB 2GB RAM","null","Single","13 MP, AF","LED flash","Yes","Single","null","","Yes","Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","No","FM radio","microUSB 2.0","Accelerometer, proximity","null","Li-Ion 1800 mAh, non-removable","null","Black, White","null","null","null","null"
"1672866107-23599","https://www.gsmarena.com/makers.php3","BenQ
35 devices","https://www.gsmarena.com/benq-phones-31.php","F52","https://www.gsmarena.com/benq_f52-7043.php","","","BenQ F52","GSM / HSPA / LTE","2015, May. Released 2015, May","Discontinued","147 x 74.5 x 9.3 mm (5.79 x 2.93 x 0.37 in)","142 g (5.01 oz)","null","Micro-SIM","null","IPS LCD","5.2 inches, 74.5 cm2 (~68.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","null","Android 5.0 (Lollipop)","Qualcomm MSM8939 Snapdragon 615 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSDXC (dedicated slot)","16GB 2GB RAM","eMMC 4.5","Single","13 MP, AF","LED flash, HDR, panorama","Yes","Single","LED flash","","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes","No","microUSB 2.0","Accelerometer, proximity, compass","null","Li-Ion 2500 mAh, removable","null","Glam Pink, Chic Gray","null","null","null","null"
"1672866112-23600","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","Vega","https://www.gsmarena.com/benefon_vega-46.php","","","Benefon Vega","GSM","1999","Discontinued","145 x 56 x 23 mm (5.71 x 2.20 x 0.91 in)","190 g (6.70 oz)","null","Mini-SIM","null","Monochrome graphic","","6 lines","null","null","null","null","null","No","null","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","No","null","No","","","Organizer","Removable Li-Ion battery","null","","null","null","null","null"
"1672866114-23601","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","iO","https://www.gsmarena.com/benefon_io-45.php","","","Benefon iO","GSM","1999","Discontinued","122 x 56 x 24 mm (4.80 x 2.20 x 0.94 in)","167 g (5.89 oz)","null","Mini-SIM","null","Monochrome graphic","","6 lines","null","null","null","null","null","No","null","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","No","null","No","","","Predictive text input

Organizer

Phone ON/OFF timers

Temperature indicator","Removable NiMH 700 mAh battery","null","6","null","null","null","null"
"1672866116-23602","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","Esc!","https://www.gsmarena.com/benefon_esc!-44.php","","","Benefon Esc!","GSM","1999","Discontinued","129 x 49 x 23 mm, 138 cc (5.08 x 1.93 x 0.91 in)","150 g (5.29 oz)","null","Mini-SIM","null","Monochrome graphic","","100 x 160 pixels, 20 lines, 16:10 ratio","null","null","null","null","null","No","null","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","No","null","No","","","Predictive text input

Organizer

Phone ON/OFF timers","Removable Li-Ion 700 mAh battery","null","","null","null","null","null"
"1672866118-23603","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","Twin","https://www.gsmarena.com/benefon_twin-41.php","","","Benefon Twin","GSM","2000","Discontinued","112 x 49 x 27 mm, 115 cc (4.41 x 1.93 x 1.06 in)","105 g (3.70 oz)","null","Mini-SIM","null","Monochrome graphic","","100 x 48 pixels, 6 lines","null","null","null","null","null","No","null","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","No","null","No","","","Predictive text input

Organizer

Phone ON/OFF timers

User-changeable display masks","Removable Li-Ion 650 mAh battery","null","3","null","null","null","null"
"1672866120-23604","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","Twin+","https://www.gsmarena.com/benefon_twin+-209.php","","","Benefon Twin+","GSM","2000","Discontinued","112 x 49 x 27 mm, 115 cc (4.41 x 1.93 x 1.06 in)","105 g (3.70 oz)","null","Dual SIM (Mini-SIM)","null","Monochrome graphic","","100 x 48 pixels, 6 lines","null","null","null","null","null","No","null","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","No","null","Stereo FM radio, RDS","","","Location-based services support

Predictive text input

Organizer

Phone ON/OFF timers

User-changeable display masks","Removable Li-Ion 650 mAh battery","null","3","null","null","null","null"
"1672866122-23605","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","Track","https://www.gsmarena.com/benefon_track-43.php","","","Benefon Track","GSM","2000","Discontinued","129 x 49 x 23 mm, 132 cc (5.08 x 1.93 x 0.91 in)","149 g (5.26 oz)","null","Mini-SIM","null","Monochrome graphic","","100 x 48 pixels, 5 lines","null","null","null","null","null","No","null","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","No","null","No","","","Predictive text input

Organizer

Phone ON/OFF timers","Removable Li-Ion 700 mAh battery","null","","null","null","null","null"
"1672866124-23606","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","Q","https://www.gsmarena.com/benefon_q-42.php","","","Benefon Q","GSM","2000","Discontinued","100 x 46 x 18 mm, 74 cc (3.94 x 1.81 x 0.71 in)","89 g (3.14 oz)","null","Mini-SIM","null","Monochrome graphic","","100 x 48 pixels, 6 lines","null","null","null","null","null","No","null","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","No","null","No","","","TCP/IP support

Predictive text input

Organizer

Phone ON/OFF timers","Removable Li-Po 620 mAh battery","null","Silver","null","null","null","null"
"1672866127-23607","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","TWIG Discovery","https://www.gsmarena.com/benefon_twig_discovery-1792.php","","","Benefon TWIG Discovery","GSM","2006, June","Discontinued","116 x 51 x 24 mm (4.57 x 2.01 x 0.94 in)","128 g (4.52 oz)","null","Mini-SIM","null","TFT, 256K colors","2.0 inches, 31.2 x 41.2 mm, 12.6 cm2 (~21.3% screen-to-body ratio)","176 x 220 pixels (~141 ppi density)","null","null","null","null","null","miniSD","null","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","Yes","null","No","Proprietary","","Personal navigation system

Organizer

Predictive text input","Removable Li-Ion 1000 mAh battery","null","Black","null","null","null","null"
"1672866129-23608","https://www.gsmarena.com/makers.php3","Benefon
9 devices","https://www.gsmarena.com/benefon-phones-15.php","TWIG Discovery Pro","https://www.gsmarena.com/benefon_twig_discovery_pro-1915.php","","","Benefon TWIG Discovery Pro","GSM","2007","Cancelled","116 x 51 x 24 mm (4.57 x 2.01 x 0.94 in)","128 g (4.52 oz)","null","Mini-SIM","null","TFT, 256K colors","2.0 inches, 12.6 cm2 (~21.3% screen-to-body ratio)","176 x 220 pixels (~141 ppi density)","null","null","null","null","null","miniSD","10MB","null","Loudspeaker","No","null","null","WLAN","null","null","No","No","Yes","null","No","Proprietary","","Telematics features

Personal navigation system

Organizer

Predictive text input","Removable Li-Ion 1350 mAh battery","null","Black","null","null","null","null"
"1672866133-23609","https://www.gsmarena.com/makers.php3","AT&T
4 devices","https://www.gsmarena.com/at&t-phones-57.php","8525","https://www.gsmarena.com/at&t_8525-2601.php","","","AT&T 8525","GSM / HSPA","2006, June","Discontinued","113 x 58 x 22 mm (4.45 x 2.28 x 0.87 in)","176 g (6.21 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm, 24.3 cm2 (~37.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","Microsoft Windows Mobile 6 Professional","null","400 MHz Samsung","null","microSDHC (dedicated slot)","64MB RAM, 128MB ROM","null","Single","2 MP","LED flash","Yes","","null","null","No","Wi-Fi 802.11b/g","2.0, A2DP","null","No","1.1","","Pocket Office 

Voice memo

MP3/AAC player","Removable Li-Po 1350 mAh battery","null","Silver, Black","null","null","null","null"
"1672866135-23610","https://www.gsmarena.com/makers.php3","AT&T
4 devices","https://www.gsmarena.com/at&t-phones-57.php","Mustang","https://www.gsmarena.com/at&t_mustang-2602.php","","","AT&T Mustang","GSM / HSPA","2007, October. Released 2007, October","Discontinued","102 x 50 x 19.9 mm (4.02 x 1.97 x 0.78 in)","110 g (3.88 oz)","null","Mini-SIM","Dual slide design","TFT, 256K colors","2.2 inches, 15.0 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","null","Windows Mobile 6 Standard","null","Marvell Bulverde 416 MHz","null","microSD (dedicated slot)","64MB RAM, 128MB ROM","null","Single","1.3 MP","null","Yes","","null","null","Yes","No","1.2, A2DP","null","No","1.1","","Pocket Office 

Voice memo

MP3/AAC/AAC+/WMA/OGG/AMR player

WMV/MP4 player

File manager","Removable Li-Po 1320 mAh battery","null","Black","null","null","null","null"
"1672866137-23611","https://www.gsmarena.com/makers.php3","AT&T
4 devices","https://www.gsmarena.com/at&t-phones-57.php","SMT5700","https://www.gsmarena.com/at&t_smt5700-2603.php","","","AT&T SMT5700","GSM","2007, November","Discontinued","112 x 60 x 14 mm (4.41 x 2.36 x 0.55 in)","","null","Mini-SIM","null","TFT, 65K colors","","320 x 240 pixels, 4:3 ratio","null","Microsoft Windows Mobile 5.0 PocketPC","TI OMAP V1030","260 MHz","null","microSD (dedicated slot)","null","null","Single","2 MP","null","Yes","","null","null","No","No","1.2, A2DP","null","No","Proprietary","","Pocket Office 

MP3/MP4 player

Voice dial

Predictive text input","Removable Li-Ion battery","null","Gray","null","null","null","null"
"1672866139-23612","https://www.gsmarena.com/makers.php3","AT&T
4 devices","https://www.gsmarena.com/at&t-phones-57.php","Quickfire","https://www.gsmarena.com/at&t_quickfire-2598.php","","","AT&T Quickfire","GSM / HSPA","2008, November. Released 2008, November","Discontinued","109 x 56 x 18 mm (4.29 x 2.20 x 0.71 in)","136 g (4.80 oz)","null","Mini-SIM","null","TFT, 256K colors","2.8 inches, 24.3 cm2 (~39.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","null","null","null","null","microSD (dedicated slot)","29MB","null","","1.3 MP","null","Yes","Loudspeaker","null","null","No","No","1.2, A2DP","null","No","Proprietary","","MP3/eAAC+/WMA player

MP4/H.263 player

Organizer

Voice memo/dial/commands

Predictive text input","Removable Li-Ion 1200 mAh battery","null","Gray, Green, Orange","null","null","null","null"
"1672866146-23613","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","Zenfone Pegasus 3s","https://www.gsmarena.com/asus_zenfone_pegasus_3s-8517.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus Zenfone Pegasus 3s","GSM / HSPA / LTE","2017, January","Cancelled","149.5 x 73.7 x 8.6 mm (5.89 x 2.90 x 0.34 in)","-","null","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","null","IPS LCD","5.2 inches, 74.5 cm2 (~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","null","Android 7.0 (Nougat), ZenUI 3.1","Mediatek MT6750 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 3GB RAM","eMMC 5.1","Single","13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF","Dual-LED dual-tone flash, panorama, HDR","1080p@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n","4.0, A2DP","No","FM radio","microUSB 2.0","Fingerprint (front-mounted), accelerometer, proximity, compass","null","Li-Ion 5000 mAh, non-removable","15W wired","Gold, silver, gray, rose gold","null","null","null","About 330 EUR"
"1672866148-23614","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","V55","https://www.gsmarena.com/asus_v55-1731.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus V55","GSM","2005, Q3","Discontinued","92 x 44 x 18 mm (3.62 x 1.73 x 0.71 in)","90 g (3.17 oz)","null","Mini-SIM","null","CSTN, 65K colors","1.5 inches, 7.3 cm2 (~17.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)","null","null","null","null","null","No","null","null","","VGA","null","Yes","Loudspeaker","null","null","No","No","No","null","No","No","","Organizer

World Clock

Stop Watch

Voice memo","Removable Li-Ion 700 mAh battery","null","Black, Blue","null","null","null","null"
"1672866150-23615","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","V66","https://www.gsmarena.com/asus_v66-1730.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus V66","GSM","2006, September","Discontinued","99.8 x 43.8 x 18.7 mm (3.93 x 1.72 x 0.74 in)","90 g (3.17 oz)","null","Mini-SIM","null","TFT, 256K colors","1.8 inches, 10.2 cm2 (~23.3% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)","null","null","null","null","null","miniSD","32MB","null","","VGA","null","Yes","Loudspeaker","null","null","No","No","No","null","FM radio","Proprietary","","MP3/MP4/3GP/H.263/MIDI player

PC Sync 

Organizer

Stop Watch","Removable Li-Ion 720 mAh battery","null","Silver, Blue, Orange","null","null","null","null"
"1672866153-23616","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","V75","https://www.gsmarena.com/asus_v75-1729.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus V75","GSM","2006, May","Discontinued","99.3 x 43 x 17.5 mm (3.91 x 1.69 x 0.69 in)","90 g (3.17 oz)","null","Mini-SIM","null","TFT, 260K colors","1.8 inches, 10.2 cm2 (~23.9% screen-to-body ratio)","176 x 220 pixels (~157 ppi density)","null","null","null","null","null","miniSD","32MB","null","","1.3 MP","LED flash","Yes","Loudspeaker","null","null","No","No","No","null","FM radio","1.1","","MP3/H.263/MP4(3GP)/AAC Player

PC Sync 

Organizer

Stop Watch","Removable Li-Ion 720 mAh battery","null","White, Blue","null","null","null","null"
"1672866155-23617","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","V80","https://www.gsmarena.com/asus_v80-1728.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus V80","GSM","2006, July","Discontinued","101 x 44 x 16 mm (3.98 x 1.73 x 0.63 in)","80 g (2.82 oz)","null","Mini-SIM","null","TFT, 260K colors","2.0 inches, 12.6 cm2 (~28.3% screen-to-body ratio)","176 x 220 pixels (~141 ppi density)","null","null","null","null","null","miniSD","55MB","null","","2 MP, AF","LED flash","Yes","Loudspeaker","null","null","No","No","1.2","null","FM radio","1.2","","QuickMark QR Code

MP3 Player

Flight mode

Organizer

Snooze

World time

Stop Watch","Removable Li-Ion 750 mAh battery","null","Black, White, Reddish Gold","null","null","null","null"
"1672866157-23618","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","M310","https://www.gsmarena.com/asus_m310-1732.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus M310","GSM","2006, June","Discontinued","98 x 48 x 21.5 mm (3.86 x 1.89 x 0.85 in)","110 g (3.88 oz)","null","Mini-SIM","null","TFT, 260K colors","2.2 inches, 15.0 cm2 (~31.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)","null","null","null","null","null","No","35MB","null","","2 MP, AF","LED flash","Yes","Loudspeaker","null","null","No","No","Yes","null","No","Proprietary","","MP3 Player

PC Sync

Organizer

World time

Stop Watch","Removable Li-Ion 920 mAh battery","null","White, Silver","null","null","null","null"
"1672866160-23619","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","M307","https://www.gsmarena.com/asus_m307-1733.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus M307","GSM","2006, March","Discontinued","88 x 43 x 22.9 mm (3.46 x 1.69 x 0.90 in)","92 g (3.25 oz)","null","Mini-SIM","null","TFT, 256K colors","1.8 inches, 9.7 cm2 (~25.7% screen-to-body ratio)","176 x 120 pixels, 3:2 ratio (~118 ppi density)","null","null","null","null","null","miniSD","34MB","null","","2 MP, AF","LED flash","Yes","Loudspeaker","null","null","No","No","No","null","No","Proprietary","","MP3 Player

Flight Mode

Organizer

World time

Stop Watch","Removable Li-Ion 700 mAh battery","null","White, Silver","null","null","null","null"
"1672866162-23620","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","M303","https://www.gsmarena.com/asus_m303-1734.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus M303","GSM","2006, March","Discontinued","83 x 43 x 22.9 mm (3.27 x 1.69 x 0.90 in)","87g (3.07 oz)","null","Mini-SIM","null","TFT, 256K colors","1.8 inches, 10.2 cm2 (~28.6% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)","null","null","null","null","null","miniSD","null","null","","1.3 MP","LED flash","Yes","Loudspeaker","null","null","No","No","No","null","No","No","","MP3 Player

Organizer

Text memo

Voice memo

World time

Stop Watch","Removable Li-Ion 700 mAh battery","null","Silver, Pink, Black","null","null","null","null"
"1672866164-23621","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P505","https://www.gsmarena.com/asus_p505-1739.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P505","GSM","2006, March","Discontinued","108 x 60 x 22.5 mm (4.25 x 2.36 x 0.89 in)","165g (5.82 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~37.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","Microsoft Windows Mobile OS for PocketPC","null","Intel PXA270 416 MHz","null","MMC/SD, SDIO","64MB RAM, 64MB ROM","null","Single","1.3 MP","LED flash","Yes","","null","null","No","No","1.1","null","No","1.1","","Asus Smart Keeper

Instant capturing

Image editing

MMS Composer

Conference call for max. 5 persons

PC Sync

Pocket Office 

Organizer

World time

Stopwatch","Removable Li-Ion 1000 mAh battery","null","Silver","null","null","null","null"
"1672866167-23622","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P525","https://www.gsmarena.com/asus_p525-1738.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P525","GSM","2006, March","Discontinued","116.8 x 59 x 19 mm (4.60 x 2.32 x 0.75 in)","160 g (5.64 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~35.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","Microsoft Windows Mobile 5.0 PocketPC","null","Intel XScale 416 MHz","null","miniSD","128MB","null","Single","2 MP, AF","LED flash","Yes","","null","null","No","Wi-Fi 802.11b","2.0","null","No","miniUSB","","Business card scanner

Voice Recognition and Hand-free mode

Information Security

Flight Mode

MP3 Player

Pocket Office 

Organizer

Voice memo

World time

Currency converter

Stopwatch","Removable Li-Ion 1300 mAh battery","null","Silver","null","null","null","null"
"1672866169-23623","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P535","https://www.gsmarena.com/asus_p535-1780.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P535","GSM","2006, November","Discontinued","109 x 59 x 19 mm (4.29 x 2.32 x 0.75 in)","145 g (5.11 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~37.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","Microsoft Windows Mobile 5.0 PocketPC","null","Intel XScale 520 MHz","null","miniSD","256MB 64MB RAM","null","Single","2 MP, AF","LED flash","@30fps","","null","null","No","Wi-Fi 802.11b/g","2.0, A2DP","null","No","1.1","","Pocket Office 

Windows MPlayer 10

Text to Speech

Business card scanner

Organizer

Voice memo

Currency converter

Stopwatch","Removable Li-Ion 1300 mAh battery","null","Silver, White","null","null","null","null"
"1672866171-23624","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","Z810","https://www.gsmarena.com/asus_z810-1820.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus Z810","GSM","2006, November","Discontinued","92 x 46 x 23.5 mm (3.62 x 1.81 x 0.93 in)","110 g (3.88 oz)","null","Mini-SIM","null","QVGA, 256K colors","2.0 inches, 12.4 cm2 (~29.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","null","null","null","null","null","microSD (dedicated slot)","64MB","null","","2 MP, AF","LED flash","Yes","Loudspeaker","null","null","No","No","Yes","null","FM radio","Proprietary","","Karaoke

Calculator

Currency converter","Removable Li-Ion 720 mAh battery","null","Silver","null","null","null","null"
